$insert_id,distinct_id,time,event,colorTheme,luckyNumber
aa2cfd9f8e072837cb7aa2c6f69ea83ec6836922,7eb3d37d-99ee-5838-8d1a-8824c6a136ad,2023-02-22 11:56:02,button_click,blue,23
0af95af5dd33fc97ddb179b481a2cde5c24a96cf,09fe2a7b-3558-5f21-8599-102451aedbbc,2023-02-27 04:04:26,page_view,violet,43
34d2ecb4f73445a6341ae6e66d12821ff43a41ba,e56273cd-cd76-5920-9f8b-a4d376f0bf15,2023-03-10 04:11:02,log_in,violet,73
0abc4d01207f093dd864d1dfa7bb3ed3dc43df92,c3ff98e0-45f6-56b9-b136-1aff53631f49,2023-02-19 02:09:37,link_click,violet,42
8b4536c036a19a036db746259e6ef7f4debaccc9,917a55f6-57ce-5927-9e87-32b38e311cdc,2023-02-26 09:40:18,page_view,green,11
197e6b2eb36a0f504ca4930d64c70bbef0e31c7a,c6f8368f-49f8-59fa-b008-7954a837d341,2023-03-11 04:22:47,link_click,indigo,41
bcf84337b2e705bb329c8368f28e0e80f57755c8,11abc8dd-a3f4-54e6-84cc-58e82da349d8,2023-02-27 09:50:40,page_view,indigo,23
097d1bb4f65d6a6996136b1d755f900e6bd3a2ff,11abc8dd-a3f4-54e6-84cc-58e82da349d8,2023-02-28 04:22:50,page_view,red,42
3b313e00a52c0df98bbe6cb28214ca8139c55d20,11abc8dd-a3f4-54e6-84cc-58e82da349d8,2023-02-25 03:08:14,page_view,indigo,5
6b0c7988064e14385894d8f8fcd0e6e5fe36dd76,4c44b4e8-f4ab-5ad8-bd14-03e921923430,2023-03-08 08:00:44,button_click,violet,71
2d5d552bdb330f46d6d42d0bde7cf1e598143dfe,4c44b4e8-f4ab-5ad8-bd14-03e921923430,2023-02-28 08:20:15,button_click,blue,71
997cdf3aa341b9302698a3c121cdefbbd636708a,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-02-26 02:43:52,page_view,green,11
bf3aa8b21fbfd3bd22a9461c7d1bdff7611e7896,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-03-09 03:59:34,watch_video,violet,29
6c46d03d41ea9820137b90581b95147af69cb05b,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-02-15 08:43:30,page_view,violet,29
bdc2a58f80f2dedaed8aac0c10d2fd96ad7307c7,3228cc63-5a0f-53c6-8189-1ff89272ea2d,2023-03-16 11:57:11,page_view,blue,3
405ca40aabe25006e9f9ff1a4169c6908cf08891,a5e82ac9-6c7b-5d34-87f6-3d52e24faff8,2023-03-02 05:13:55,watch_video,green,17
8ef9baa358966935589aa1c98c0d40ed2c1f0af3,69284118-3181-5ef8-b568-e67a3bbda761,2023-03-16 06:14:47,watch_video,blue,73
28d14369171d99d302d127a073a4804429616088,69284118-3181-5ef8-b568-e67a3bbda761,2023-03-08 05:46:13,watch_video,blue,47
153933943e5d82059242890897aedf64b82ebebc,69284118-3181-5ef8-b568-e67a3bbda761,2023-02-17 09:05:42,log_in,orange,11
9e0eab8afec2f66a0e1fd60affd0501d34500f1e,3326f072-2ca9-50f7-a6b5-79b3596084a8,2023-02-28 07:36:24,watch_video,green,5
3c0c9e4effce4f3e31b175daec4c7342bca78cfb,3326f072-2ca9-50f7-a6b5-79b3596084a8,2023-02-09 08:43:33,page_view,green,11
bd5302d43ade34aef89c60773d987167f4ebb4e4,6f4119ab-6fcf-553e-bf76-c28640ad9758,2023-02-15 06:25:49,log_in,blue,73
0b1f15556b33df11c288d4defc53edc732c4fac8,e935aabf-5d8b-550e-884d-f1fedbb42b51,2023-03-16 06:37:24,page_view,violet,11
d4215a6d2ee2eb62370f59bee37ac772a82f8be8,e935aabf-5d8b-550e-884d-f1fedbb42b51,2023-03-09 12:52:46,page_view,orange,42
90bf58d0c453c2e8cd4d85dc356effe3c68fe5ff,71576a34-6022-57d6-be8e-46e73ad4cfe1,2023-03-01 07:39:34,page_view,blue,47
1c2fd25aa5588f0917fa4fc17129b6a1c93e5c49,71576a34-6022-57d6-be8e-46e73ad4cfe1,2023-02-28 03:01:21,page_view,violet,41
4219e368f5f7229b03a25caa1c7c055ac9310117,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-02-14 04:23:34,link_click,indigo,41
b325e2c0fe4d21aca98a5014727b83a0d760b51c,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-02-27 07:41:19,page_view,blue,71
5d0683703a1b21207b575de428a2a46222284991,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-03-03 12:02:38,log_in,violet,19
4b2fd8876d035e2fe147d0cc513572af6630a37a,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-03-04 09:49:16,link_click,violet,59
c05fe7473fe682ac1d1159073f7caf160a3d5324,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-03-08 08:38:18,page_view,red,53
b5b0312ea7190f6636236c73f9e9e8af87bba341,1c5fc120-7c6c-5798-b652-7b4e08bff331,2023-02-26 06:57:07,watch_video,indigo,71
b6961ec8e30910bf3d9e80eb621af345772cb726,c98e81ff-2e03-561a-af6f-3b13fd459096,2023-03-12 01:04:26,watch_video,orange,29
de911899d62ee67bd025ba38e62778a38382e6ac,c98e81ff-2e03-561a-af6f-3b13fd459096,2023-03-07 12:43:09,link_click,indigo,3
f97c4ce45635e37752c81e33ca3feeb568599cef,c98e81ff-2e03-561a-af6f-3b13fd459096,2023-03-01 01:30:06,watch_video,green,42
cee341da4f0d509549f9c4daba29e3f91fb307ea,ac7106ca-2691-5300-9812-e571612bd2bd,2023-02-24 06:10:49,log_in,red,47
43d2e226f05f5ebdefec81a778f1bef56b7a42a1,ac7106ca-2691-5300-9812-e571612bd2bd,2023-03-15 01:10:57,watch_video,violet,37
5a87e2f37bfa234699778f44a749202c4c2be3d6,1167a342-6cec-5c6e-a125-dfdde43a2259,2023-02-27 09:03:12,page_view,violet,42
c66fb88a64520c5f034202e721c5d7945800b95f,1167a342-6cec-5c6e-a125-dfdde43a2259,2023-02-02 08:56:58,page_view,orange,42
604d91226c7ee1327b3df11f071d82a2ba85b5d5,1167a342-6cec-5c6e-a125-dfdde43a2259,2023-03-03 11:11:32,watch_video,indigo,31
cb7da21b2481b1dae9f2f365a8965b4f2df09a60,1167a342-6cec-5c6e-a125-dfdde43a2259,2023-02-23 08:55:46,link_click,green,71
cf6ce0f3acd6fa2934cb834a44b80bc901480820,6a656eaa-617a-5dbd-99be-4490b4a80867,2023-02-23 08:12:08,watch_video,indigo,17
d6746f8b17e298267c73279a6d5febed18f35904,6a656eaa-617a-5dbd-99be-4490b4a80867,2023-03-13 04:47:07,watch_video,red,83
3e02e8a6ac7ee6bf2bff1d2a018f0992dae386a7,6a656eaa-617a-5dbd-99be-4490b4a80867,2023-02-02 01:45:51,page_view,violet,19
c72ca232d2bf57d5c33fd9a09fde3d02e77868b4,29dac405-56f3-5704-ac63-a11409ebb8bd,2023-03-15 06:49:20,watch_video,violet,41
a8f1ae101351c1e2672ac2468b5b1f6998b91c2a,14871081-31eb-5ddc-b231-9ba525d3c1c7,2023-03-08 10:31:27,log_in,blue,37
d16b45828821a2656ab5b144697a95549546d437,14871081-31eb-5ddc-b231-9ba525d3c1c7,2023-03-01 11:27:03,page_view,indigo,79
8f0c5c3029f8a8c7f2f20fda1e724abdad2775b3,14871081-31eb-5ddc-b231-9ba525d3c1c7,2023-03-12 04:54:44,watch_video,orange,61
37cd622d3980c5ec0d154170c439820150b26213,71d05605-3867-527b-bba1-d0190209582e,2023-02-12 01:20:59,log_in,violet,19
581728e2f031238bed3ee58870733085b64b3657,71d05605-3867-527b-bba1-d0190209582e,2023-02-04 03:54:37,page_view,yellow,5
cd4a08d7b3a66a5841b1ee9cf656b27a8ffdcd86,7cadbb17-7ec8-58db-a5ce-66eb7732cf2c,2023-02-03 10:58:21,watch_video,violet,83
a2e1e4704b1c44008c817dc630e9f51914456cd1,a2e60cb1-8ab8-5312-92f0-6baef17fdae8,2023-02-03 09:23:04,link_click,green,42
47007d37cf5dba845babfdd129eb288f16b76542,05215288-da75-57ba-aeb8-6f715ff959b1,2023-02-24 08:54:10,watch_video,orange,2
fb95eecbc50f5e1b47cb8336d9005cb1c7a7731e,05215288-da75-57ba-aeb8-6f715ff959b1,2023-02-05 09:30:41,page_view,blue,13
6cb50303cae4401c7220505a4e16754b4f6b3d70,05215288-da75-57ba-aeb8-6f715ff959b1,2023-02-23 02:08:22,button_click,violet,420
76b237d43802c4823b4df1fed2459674b214c959,05215288-da75-57ba-aeb8-6f715ff959b1,2023-03-16 08:43:02,page_view,red,79
a66e885c76e9ca6d83b80dcf960f888b94f9ed55,6e0e65e1-6ac8-5715-a9d0-056d88a7defa,2023-03-16 04:22:47,page_view,violet,29
222ac62224d9f6ab9d899cb09d34575cc2009eac,6e4d0823-419f-589b-ab7c-f60348824da3,2023-03-05 03:41:03,log_in,violet,79
a510a5ef45d74f8b845af476739c5c937319160c,b96d6141-0fe8-5ea0-a9fa-f682ab997381,2023-02-21 02:19:04,link_click,green,42
a7d1943892ed6272a995576e84b5144c1c6e0a85,b96d6141-0fe8-5ea0-a9fa-f682ab997381,2023-03-06 09:54:54,link_click,indigo,420
cc95a3a86ce46c98a6f8324f5ecff8671f040d7e,b96d6141-0fe8-5ea0-a9fa-f682ab997381,2023-02-21 07:32:37,link_click,green,42
4826762be25923edc88518632c5af40bfb859d38,b96d6141-0fe8-5ea0-a9fa-f682ab997381,2023-03-06 12:05:42,log_in,violet,42
57d7ddf8eb022799cdb8ef1e96c298524befcd51,b96d6141-0fe8-5ea0-a9fa-f682ab997381,2023-02-17 12:54:52,log_in,red,71
0e687e72422615e1c35e8dc52d23868207dd96fc,ede77282-7705-53cc-a034-dc47af7459dd,2023-03-10 01:03:21,page_view,green,19
1ecfba9e2f5b3d285a68bb8b5f6e0ea08cc09c3e,ede77282-7705-53cc-a034-dc47af7459dd,2023-03-12 04:55:42,page_view,red,89
6fedfe48588f3fdd6e766664045edfd3f72e9154,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2023-03-09 10:48:28,page_view,violet,3
04176bb897873ca24f459dfd919282dd1940216d,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2023-02-28 05:12:57,page_view,violet,61
e954de80afae12fdfba256132534a891494e6c84,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2023-03-09 09:49:38,link_click,blue,29
81fae42683bc8eedbf57acb6436f993f782ca6a7,c039e59a-c0fe-56c8-8426-4a16cb9855c7,2023-03-02 12:22:57,page_view,violet,41
a3e4536ccf310af21e5086457d2c21b016047981,d22e85e7-90e9-54f5-9d45-002bd5563d1d,2023-03-07 01:40:59,page_view,violet,71
234a9cd4c35213b372d04670e6c132f36ee045a4,5bbac83a-a2ea-53de-9ae4-f98e3d9dda8f,2023-02-04 11:01:21,watch_video,green,31
03a07476594df92918c8e7d083aba95137530beb,5bbac83a-a2ea-53de-9ae4-f98e3d9dda8f,2023-02-27 02:10:07,button_click,red,41
f15189d309e05885577451b3e34bfb4fe5c9392c,3377f1c8-756f-5063-800f-4597b15b8742,2023-02-23 11:38:34,watch_video,green,83
c04a6c8acd41e0c820fdda3010f1eb5fd3153702,3377f1c8-756f-5063-800f-4597b15b8742,2023-03-01 04:38:50,watch_video,red,83
96b431860514ef35b3d79a4e013ae718d97634d7,3377f1c8-756f-5063-800f-4597b15b8742,2023-03-03 03:54:30,page_view,indigo,47
11488147de3a349a308f387cdfa6db5b655dc00b,2bda63bb-fbe9-58fb-ae8d-e8749b5a3699,2023-02-25 03:05:38,watch_video,indigo,42
9de9b323311cd48abfbb673225604733323f5f4d,dfbeba1d-e49c-57f2-9e5d-89dc516dc1a5,2023-03-05 08:01:16,log_in,blue,97
92da48bd45c20cce5c247af96d9ce767136a26f4,4e1b6a71-8712-523d-a41c-65c9dd2b14f1,2023-02-12 05:55:00,watch_video,violet,89
00fcd0ccfbd3a86ce7e32ad9de1315f2af47c21d,203519d5-c313-57fc-aeb7-480b1b60906e,2023-03-16 04:38:03,watch_video,violet,73
f654fc2fe868bd6ff7bf008d4ca0788eb51d880c,203519d5-c313-57fc-aeb7-480b1b60906e,2023-02-08 08:37:47,log_in,violet,420
e583efed02c5f1dc46493462b0352830e110c1f3,203519d5-c313-57fc-aeb7-480b1b60906e,2023-02-27 02:51:59,log_in,violet,83
d0574556d03c4862b6f78ba3a21c140304bcbade,203519d5-c313-57fc-aeb7-480b1b60906e,2023-03-10 06:58:10,watch_video,orange,3
bf9f94598134d0ecade0281cf2ff1ddcdf55c0be,8624aeb0-16fd-57b6-ab8c-8562c6c99f4d,2023-03-15 03:50:30,link_click,violet,67
ff1ec1b7be2a5f8e1bb891cb0a7cfafd2cfe7ef6,73af0d03-13cb-5db5-bb32-4a79dc75bfb5,2023-02-06 11:57:18,page_view,yellow,29
8b5180aace87cd1579b961267d1a5bbff2c6e99b,508e806b-05cf-51b8-8be5-613a4ed2958b,2023-03-07 12:03:03,page_view,blue,11
ab5f0ae8dea375979573eae898588800f01caab1,3e230c19-9811-52e2-b9e1-9743b998c4d4,2023-03-05 12:06:28,page_view,violet,420
